ID,Price,Sqft_m2,RatioEurM,Rooms,Toilets,Area,Elevator,Parking,Heating,CoolAir,Construction,Balcony
i586003981933,498000,118,4220,3,1,Vila de Gràcia,Yes,No,No,No,Not New,No
i586003981712,280000,77,3636,3,1,Guinardó,Yes,No,No,No,Not New,No
i586003979519,275000,57,4825,2,1,Camp d´en Grassot - Gràcia N,No,No,No,Yes,Not New,No
i586003978304,124000,65,1908,3,1,Trinitat Vella,No,No,No,Yes,Not New,Yes
i586003978304,124000,65,1908,3,1,Trinitat Vella,No,No,No,Yes,Not New,Yes
i586003974629,135000,65,2077,2,2,Verdun,No,No,No,No,Not New,Yes
i586003972299,130000,68,1912,3,1,La Florida,Yes,No,No,Yes,Not New,No
i586003971714,359000,126,2849,4,2,Sants,Yes,No,Yes,No,Not New,No
i586003971714,359000,126,2849,4,2,Sants,Yes,No,Yes,No,Not New,No
i586003971179,550000,120,4583,4,2,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,No,Not New,No
i586003971054,240000,56,4286,1,1,Camp d´en Grassot - Gràcia N,No,No,No,Yes,Not New,No
i586003971054,240000,56,4286,1,1,Camp d´en Grassot - Gràcia N,No,No,No,Yes,Not New,No
i586003970898,138500,71,1951,3,1,Ciutat Meridiana,No,No,No,Yes,Not New,No
i586003970898,138500,71,1951,3,1,Ciutat Meridiana,No,No,No,Yes,Not New,No
i586003970740,118500,50,2370,3,1,Trinitat Nova,No,No,No,Yes,Not New,No
i586003967877,220000,71,3099,3,1,Sant Martí,Yes,No,Yes,No,Not New,No
i586003964818,299000,73,4096,4,2,Raval,No,No,Yes,No,Not New,No
i586003964818,299000,73,4096,4,2,Raval,No,No,Yes,No,Not New,No
i586003964505,290000,75,3867,4,1,Raval,No,No,Yes,No,Not New,Yes
i586003958978,300000,69,4348,2,1,Sagrada Família,Yes,Yes,Yes,No,Not New,No
i586003958978,300000,69,4348,2,1,Sagrada Família,Yes,Yes,Yes,No,Not New,No
i586003958978,300000,69,4348,2,1,Sagrada Família,Yes,Yes,Yes,No,Not New,No
i586003958731,115000,59,1949,3,1,Verdun,No,No,No,No,Not New,No
i586003958731,115000,59,1949,3,1,Verdun,No,No,No,No,Not New,No
i586003957945,190000,48,3958,1,1,Poble Sec,Yes,No,No,Yes,Not New,No
i586003943188,800000,159,5031,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i586003943188,800000,159,5031,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i586003938176,229500,80,2869,3,1,Carmel,No,No,No,Yes,Not New,Yes
i586003938176,229500,80,2869,3,1,Carmel,No,No,No,Yes,Not New,Yes
i586003938176,229500,80,2869,3,1,Carmel,No,No,No,Yes,Not New,Yes
i586003937155,139500,62,2250,3,1,Prosperitat,No,No,Yes,Yes,Not New,No
i586003937095,162500,75,2167,2,1,La salut,Yes,No,Yes,Yes,Not New,Yes
i586003937095,162500,75,2167,2,1,La salut,Yes,No,Yes,Yes,Not New,Yes
i586003936702,185000,71,2606,3,1,Horta,Yes,No,No,Yes,Not New,No
i586003932603,126000,50,2520,2,1,Trinitat Nova,No,No,No,Yes,Not New,No
i586003932603,126000,50,2520,2,1,Trinitat Nova,No,No,No,Yes,Not New,No
i586003932522,173000,85,2035,3,1,Trinitat Vella,Yes,No,No,Yes,Not New,No
i586003932522,173000,85,2035,3,1,Trinitat Vella,Yes,No,No,Yes,Not New,No
i586003928020,320000,86,3721,2,2,Vila de Gràcia,No,No,Yes,Yes,Not New,No
i586003927343,200000,75,2667,3,1,Sant Martí,Yes,No,Yes,Yes,Not New,No
i586003924727,135000,75,1800,3,1,El Raval,Yes,No,Yes,Yes,Not New,No
i586003923610,450000,107,4206,4,3,Porta,Yes,No,Yes,No,New,Yes
i586003923607,350000,101,3465,4,3,Porta,Yes,No,Yes,No,New,No
i586003923590,270000,52,5192,2,1,Porta,Yes,No,Yes,No,New,No
i586003921382,70500,67,1052,2,1,Roquetes,No,No,No,Yes,Not New,No
i586003921285,124500,103,1209,4,1,El Raval,No,No,No,Yes,Not New,No
i586003920566,145500,82,1774,4,2,Trinitat Vella,No,No,No,Yes,Not New,No
i586003920527,167000,58,2879,3,1,Porta,No,No,No,Yes,Not New,No
i586003920527,167000,58,2879,3,1,Porta,No,No,No,Yes,Not New,No
i586003920473,151000,92,1641,3,1,Trinitat Vella,No,No,No,Yes,Not New,No
i586003920391,425000,104,4087,4,2,Sagrada Família,Yes,No,No,Yes,Not New,No
i586003920266,131000,83,1578,3,1,Ciutat Meridiana,No,No,No,Yes,Not New,No
i586003920199,145000,73,1986,3,1,El Raval,No,No,No,Yes,Not New,No
i586003911496,330000,70,4714,4,1,Vila de Gràcia,Yes,No,No,Yes,Not New,No
i586003906427,130000,55,2364,3,1,Carmel,Yes,No,No,Yes,Not New,No
i586003905639,173000,63,2746,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,No
i586003896571,165500,40,4138,1,1,Poble Sec,No,No,No,Yes,Not New,Yes
i586003894821,185500,43,4314,1,1,La Marina-Montjuïc,Yes,No,No,Yes,Not New,No
i586003894821,185500,43,4314,1,1,La Marina-Montjuïc,Yes,No,No,Yes,Not New,No
i586003894821,185500,43,4314,1,1,La Marina-Montjuïc,Yes,No,No,Yes,Not New,No
i586003894130,174500,66,2644,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No
i586003892571,218000,50,4360,2,1,St Pere - Sta Caterina - El Born,No,No,No,Yes,Not New,No
i586003887769,255000,59,4322,3,1,Vila de Gràcia,No,No,No,No,Not New,No
i586003883132,186000,76,2447,1,1,Verdun,Yes,No,Yes,Yes,Not New,No
i586003883132,186000,76,2447,1,1,Verdun,Yes,No,Yes,Yes,Not New,No
i586003883132,186000,76,2447,1,1,Verdun,Yes,No,Yes,Yes,Not New,No
i586003873645,178000,56,3179,1,1,Camp de l´Arpa,No,No,No,Yes,Not New,No
i586003851470,280500,53,5292,2,1,Esquerra Baixa de l´Eixample,Yes,No,No,Yes,Not New,No
i586003849816,409000,108,3787,3,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i586003841712,168000,55,3055,2,1,La Sagrera,Yes,No,No,Yes,Not New,No
i586003830926,322500,90,3583,2,2,Sant Andreu,Yes,No,Yes,Yes,Not New,Yes
i586003830926,322500,90,3583,2,2,Sant Andreu,Yes,No,Yes,Yes,Not New,Yes
i586003825412,120500,68,1772,3,1,Roquetes,No,No,No,Yes,Not New,No
i586003825412,120500,68,1772,3,1,Roquetes,No,No,No,Yes,Not New,No
i586003802904,285000,104,2740,4,2,Guinardó,Yes,No,Yes,Yes,Not New,No
i586003793623,790000,250,3160,5,3,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i586003784938,123000,62,1984,3,1,Trinitat Vella,No,No,No,Yes,Not New,No
i586003783363,210000,75,2800,3,1,Sant Martí,Yes,No,No,No,Not New,No
i586003763389,207400,64,3241,2,1,Sant Martí,Yes,No,No,No,Not New,Yes
i586003761400,190000,51,3725,,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i586003595188,450000,130,3462,5,2,Fort Pienc,Yes,No,No,Yes,Not New,No
i586003387630,295000,60,4917,1,1,St Pere - Sta Caterina - El Born,Yes,Yes,Yes,No,Not New,No
i586003387630,295000,60,4917,1,1,St Pere - Sta Caterina - El Born,Yes,Yes,Yes,No,Not New,No
i586003387630,295000,60,4917,1,1,St Pere - Sta Caterina - El Born,Yes,Yes,Yes,No,Not New,No
i5847003986668,265000,102,2598,4,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i5847003986668,265000,102,2598,4,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i5847003986658,310000,60,5167,3,1,Vila de Gràcia,No,No,No,No,Not New,Yes
i5847003986658,310000,60,5167,3,1,Vila de Gràcia,No,No,No,No,Not New,Yes
i5847003986562,220000,67,3284,3,1,Provençals del Poblenou,Yes,No,Yes,Yes,Not New,No
i5847003986562,220000,67,3284,3,1,Provençals del Poblenou,Yes,No,Yes,Yes,Not New,No
i5844003911592,420000,96,4375,4,2,Fort Pienc,Yes,No,Yes,No,Not New,Yes
i5821002625824,150000,57,2632,3,1,La Florida,Yes,No,No,No,Not New,No
i5814003844697,155000,57,2719,3,1,Prosperitat,No,No,Yes,No,Not New,Yes
i5814003844697,155000,57,2719,3,1,Prosperitat,No,No,Yes,No,Not New,Yes
i5792003977571,320000,76,4211,2,1,Camp d´en Grassot - Gràcia N,Yes,No,No,Yes,Not New,No
i5760003043955,135000,65,2077,3,1,Verdun,No,No,Yes,Yes,Not New,No
i5722003986334,239000,60,3983,2,1,Badal,Yes,No,No,Yes,Not New,No
i5722003965675,140000,42,3333,1,1,Badal,No,No,Yes,No,Not New,No
i5722003942099,140000,37,3784,1,1,Badal,No,No,Yes,No,Not New,No
i5722003942099,140000,37,3784,1,1,Badal,No,No,Yes,No,Not New,No
i5719002684997,160000,100,1600,4,1,La salut,No,No,No,Yes,Not New,No
i5715003669548,169000,44,3841,2,1,Can Baró,Yes,No,No,Yes,Not New,No
i5703003816487,375000,100,3750,5,2,Sant Gervasi - Galvany,Yes,No,Yes,No,New,No
i5703003815150,680000,158,4304,6,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i5679003915856,199000,70,2843,3,1,Badal,Yes,No,Yes,No,Not New,No
i5679003915856,199000,70,2843,3,1,Badal,Yes,No,Yes,No,Not New,No
i5669003799544,160000,60,2667,3,1,Prosperitat,No,No,Yes,No,Not New,No
i5640000000015,190000,71,2676,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,Yes
i5640000000015,190000,71,2676,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,Yes
i5640000000015,190000,71,2676,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,Yes
i5615002112954,495000,109,4541,4,2,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,No,Not New,Yes
i5612003986720,415000,76,5461,2,2,Camp d´en Grassot - Gràcia N,Yes,Yes,Yes,No,New,No
i5612003986701,410000,74,5541,2,2,Camp d´en Grassot - Gràcia N,Yes,Yes,Yes,No,New,No
i5612003986689,895000,109,8211,3,2,Camp d´en Grassot - Gràcia N,Yes,Yes,Yes,No,New,Yes
i5612003978365,1018000,132,7712,3,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,Yes
i5612003978012,495000,102,4853,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i5612003974155,850000,160,5313,3,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i5612003973941,430000,120,3583,3,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i5612003972826,585000,115,5087,5,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i5612003972826,585000,115,5087,5,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i5612003965761,595000,95,6263,3,1,Gòtic,No,No,Yes,No,Not New,Yes
i5612003954390,295000,89,3315,4,1,Gòtic,Yes,No,Yes,Yes,Not New,No
i5612003953011,235000,55,4273,1,1,Camp de l´Arpa,Yes,No,Yes,No,Not New,No
i5612003953011,235000,55,4273,1,1,Camp de l´Arpa,Yes,No,Yes,No,Not New,No
i5612003942584,475000,85,5588,3,2,Fort Pienc,Yes,No,Yes,Yes,Not New,Yes
i5612003939285,420000,100,4200,3,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i5612003901825,199000,48,4146,2,1,Badal,Yes,No,Yes,No,Not New,Yes
i5612003901825,199000,48,4146,2,1,Badal,Yes,No,Yes,No,Not New,Yes
i5612003900720,378000,69,5478,2,2,Sagrada Família,Yes,No,Yes,No,Not New,No
i5612003900720,378000,69,5478,2,2,Sagrada Família,Yes,No,Yes,No,Not New,No
i5612003894217,300000,104,2885,4,2,Raval,Yes,No,Yes,No,Not New,No
i5612003894217,300000,104,2885,4,2,Raval,Yes,No,Yes,No,Not New,No
i5612003894217,300000,104,2885,4,2,Raval,Yes,No,Yes,No,Not New,No
i5612003872225,959000,140,6850,3,3,Esquerra Alta de l´Eixample,Yes,Yes,Yes,No,Not New,No
i5612003855730,275000,62,4435,2,1,Camp de l´Arpa,Yes,No,Yes,No,Not New,No
i5612003847066,450000,96,4688,1,1,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i5612003847066,450000,96,4688,1,1,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i5612003842487,470000,104,4519,2,2,Poblenou,No,No,Yes,No,Not New,No
i5612003835569,690000,102,6765,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i5612003828111,285000,84,3393,4,1,Camp de l´Arpa,Yes,No,Yes,No,Not New,No
i5612003827260,450000,75,6000,3,3,Gòtic,Yes,No,Yes,No,Not New,No
i5612003827260,450000,75,6000,3,3,Gòtic,Yes,No,Yes,No,Not New,No
i5612003789427,750000,140,5357,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i5612003731096,639000,135,4733,3,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i5612003729973,349000,89,3921,3,3,Sagrada Família,Yes,No,No,Yes,Not New,No
i5612003651878,310000,73,4247,3,1,Raval,No,No,Yes,No,Not New,No
i5612003554271,295000,64,4609,1,1,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i5612003554255,580000,115,5043,1,1,Vila de Gràcia,Yes,No,Yes,No,Not New,Yes
i5612003554229,348750,64,5449,1,1,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i5612003482855,450000,90,5000,3,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i5612003468134,250000,61,4098,1,1,Raval,Yes,No,No,Yes,Not New,Yes
i5612003359316,365000,63,5794,3,1,St Pere - Sta Caterina - El Born,No,No,Yes,No,Not New,No
i5612003359316,365000,63,5794,3,1,St Pere - Sta Caterina - El Born,No,No,Yes,No,Not New,No
i5605003718379,450000,134,3358,5,1,Fort Pienc,Yes,No,No,No,Not New,No
i5605003718379,450000,134,3358,5,1,Fort Pienc,Yes,No,No,No,Not New,No
i5562003080306,202000,67,3015,3,1,La Bordeta,Yes,No,No,Yes,Not New,No
i5562003080301,220000,95,2316,2,1,Raval,No,No,No,Yes,Not New,No
i5562003080301,220000,95,2316,2,1,Raval,No,No,No,Yes,Not New,No
i5514003958765,379000,58,6534,,,Esquerra Baixa de l´Eixample,No,No,Yes,No,Not New,No
i5514003958765,379000,58,6534,,,Esquerra Baixa de l´Eixample,No,No,Yes,No,Not New,No
i5514003958765,379000,58,6534,,,Esquerra Baixa de l´Eixample,No,No,Yes,No,Not New,No
i5514003958663,595000,93,6398,3,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i5514003958663,595000,93,6398,3,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i5514003958605,175000,50,3500,2,1,Camp de l´Arpa,No,No,No,Yes,Not New,No
i5514003958605,175000,50,3500,2,1,Camp de l´Arpa,No,No,No,Yes,Not New,No
i5514003958544,239000,83,2880,4,1,Sant Martí,Yes,No,No,Yes,Not New,No
i5514003876239,395000,130,3038,4,2,Fort Pienc,Yes,No,No,Yes,Not New,Yes
i5514003797423,160000,59,2712,2,1,Verdun,No,No,Yes,No,Not New,No
i5514003793283,628000,123,5106,3,2,Vila de Gràcia,Yes,Yes,Yes,No,Not New,No
i5514003793207,375000,119,3151,2,1,St Pere - Sta Caterina - El Born,Yes,No,No,Yes,Not New,No
i5514003751398,300000,65,4615,3,1,Fort Pienc,Yes,No,No,Yes,Not New,Yes
i5496003941736,125000,55,2273,2,1,Besòs - Maresme,No,No,Yes,Yes,Not New,No
i5496003941736,125000,55,2273,2,1,Besòs - Maresme,No,No,Yes,Yes,Not New,No
i5496003187762,299000,90,3322,4,1,La Verneda - La Pau,Yes,No,Yes,No,Not New,No
i5491003316459,335000,80,4188,2,1,Baix Guinardó,No,No,No,No,Not New,No
i5459003873459,340000,81,4198,2,1,Guinardó,Yes,No,Yes,No,Not New,Yes
i545003985285,175000,62,2823,2,1,St Pere - Sta Caterina - El Born,No,No,No,No,Not New,No
i545003985285,175000,62,2823,2,1,St Pere - Sta Caterina - El Born,No,No,No,No,Not New,No
i545003972242,295000,55,5364,3,1,Esquerra Alta de l´Eixample,Yes,No,No,No,Not New,No
i545003971607,368600,95,3880,4,2,Camp d´en Grassot - Gràcia N,Yes,No,Yes,No,Not New,Yes
i545003964017,292900,79,3708,3,1,Sants,Yes,No,Yes,No,Not New,Yes
i545003959840,645000,148,4358,4,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i545003959840,645000,148,4358,4,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i545003959840,645000,148,4358,4,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i545003948862,495000,114,4342,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i545003948862,495000,114,4342,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i545003935528,220000,60,3667,3,1,Horta,No,No,No,No,Not New,No
i545003922718,410000,80,5125,3,1,Vila de Gràcia,Yes,No,Yes,Yes,Not New,No
i545003922409,290000,95,3053,2,1,Gòtic,Yes,No,Yes,No,Not New,No
i545003892721,348000,67,5194,2,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i545003892721,348000,67,5194,2,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i545003887263,192900,35,5511,1,1,Barceloneta,No,No,No,Yes,Not New,No
i545003887263,192900,35,5511,1,1,Barceloneta,No,No,No,Yes,Not New,No
i545003836207,190000,33,5758,1,1,Putget - Farró,No,No,No,No,Not New,Yes
i545003671023,290000,123,2358,7,2,Raval,No,No,Yes,Yes,Not New,Yes
i5450003967287,260000,61,4262,1,1,Sagrada Família,Yes,No,Yes,No,Not New,No
i5450003965482,189000,74,2554,2,2,Guinardó,Yes,No,Yes,No,Not New,No
i5450003958365,260000,61,4262,1,1,Sagrada Família,Yes,No,Yes,No,Not New,Yes
i5450003958341,189000,74,2554,2,2,Guinardó,No,No,Yes,No,Not New,No
i5450003956659,260000,61,4262,1,1,Sagrada Família,Yes,No,Yes,No,Not New,No
i5450003949243,189000,74,2554,2,2,Guinardó,No,No,Yes,No,Not New,No
i5444003938283,212000,43,4930,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i5440003968489,129000,60,2150,1,1,Sants,No,No,No,Yes,Not New,No
i5440003953889,119000,30,3967,1,1,La Marina-Montjuïc,No,No,No,Yes,Not New,No
i5440003950720,165000,61,2705,3,1,Badal,Yes,No,No,Yes,Not New,No
i5427003971873,250000,55,4545,3,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i5419003440858,118000,65,1815,,1,Ciutat Meridiana,No,No,No,Yes,Not New,No
i5419003440858,118000,65,1815,,1,Ciutat Meridiana,No,No,No,Yes,Not New,No
i5419003440858,118000,65,1815,,1,Ciutat Meridiana,No,No,No,Yes,Not New,No
i541003981164,498000,118,4220,3,1,Vila de Gràcia,Yes,No,Yes,Yes,Not New,No
i541003978197,318000,79,4025,4,1,Sagrada Família,Yes,No,Yes,Yes,Not New,No
i541003970696,240000,56,4286,1,1,Camp d´en Grassot - Gràcia N,No,No,No,Yes,Not New,No
i541003966925,375000,91,4121,2,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i541003966925,375000,91,4121,2,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i541003959146,169000,36,4694,1,1,Barceloneta,No,No,Yes,No,Not New,No
i541003958634,230000,63,3651,3,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i541003958634,230000,63,3651,3,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i541003952940,550000,104,5288,3,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i541003952734,149000,43,3465,1,1,Raval,No,No,Yes,No,Not New,No
i541003952734,149000,43,3465,1,1,Raval,No,No,Yes,No,Not New,No
i541003951453,159000,45,3533,1,1,Raval,No,No,Yes,No,Not New,Yes
i541003946198,182000,63,2889,2,1,Porta,Yes,No,No,No,Not New,Yes
i541003946198,182000,63,2889,2,1,Porta,Yes,No,No,No,Not New,Yes
i541003926366,371100,90,4123,3,2,Sagrada Família,Yes,No,Yes,No,Not New,Yes
i541003923143,235000,60,3917,2,1,Gòtic,No,No,No,Yes,Not New,No
i541003855256,224000,77,2909,3,1,La Marina-Montjuïc,Yes,No,Yes,Yes,Not New,Yes
i541003837211,325000,107,3037,3,1,Raval,Yes,No,Yes,Yes,Not New,No
i541003837211,325000,107,3037,3,1,Raval,Yes,No,Yes,Yes,Not New,No
i541003820093,325000,94,3457,4,1,St Pere - Sta Caterina - El Born,No,No,No,Yes,Not New,No
i541003814961,280000,80,3500,4,1,Carmel,Yes,Yes,Yes,Yes,Not New,Yes
i541003814961,280000,80,3500,4,1,Carmel,Yes,Yes,Yes,Yes,Not New,Yes
i541003735929,459000,93,4935,3,2,Fort Pienc,Yes,No,Yes,No,Not New,No
i541003592442,189000,70,2700,3,1,Prosperitat,No,No,No,Yes,Not New,Yes
i541003557564,235000,67,3507,2,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,New,No
i541001231977,395000,130,3038,4,2,Fort Pienc,Yes,No,No,Yes,Not New,Yes
i538003981825,239000,83,2880,4,1,Sant Martí,Yes,No,No,Yes,Not New,No
i538003981156,280000,54,5185,1,2,Sagrada Família,Yes,No,Yes,No,Not New,Yes
i538003980323,258000,90,2867,3,1,Sant Martí,Yes,No,Yes,No,Not New,No
i538003966850,164000,35,4686,2,1,Barceloneta,No,No,No,No,Not New,No
i538003965899,450000,92,4891,3,2,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,No,Not New,Yes
i538003965899,450000,92,4891,3,2,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,No,Not New,Yes
i538003964947,150000,67,2239,2,1,Roquetes,No,No,No,No,Not New,No
i538003957794,170000,60,2833,2,1,Besòs - Maresme,No,No,No,No,Not New,No
i538003955332,380000,95,4000,4,1,Gòtic,Yes,No,Yes,No,Not New,No
i538003955332,380000,95,4000,4,1,Gòtic,Yes,No,Yes,No,Not New,No
i538003941759,262000,67,3910,2,1,St Pere - Sta Caterina - El Born,No,No,No,No,Not New,No
i538003908839,584000,129,4527,4,2,Font d´en Fargas,Yes,Yes,Yes,No,New,Yes
i538003908835,495000,105,4714,3,2,Font d´en Fargas,Yes,Yes,Yes,No,New,Yes
i538003908833,320000,68,4706,2,1,Font d´en Fargas,Yes,Yes,Yes,No,New,Yes
i538003882885,690000,147,4694,4,1,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i538003841109,255000,70,3643,2,1,Sagrada Família,Yes,No,Yes,No,Not New,No
i538003829714,180000,65,2769,1,1,Sagrada Família,No,No,No,No,Not New,Yes
i538003825968,459000,92,4989,3,2,Fort Pienc,Yes,No,Yes,No,Not New,Yes
i538003821419,312000,56,5571,2,1,Camp d´en Grassot - Gràcia N,No,No,Yes,No,Not New,Yes
i538003451973,628000,123,5106,4,1,Vila de Gràcia,Yes,Yes,Yes,No,Not New,No
i538003433228,550000,140,3929,5,3,St Pere - Sta Caterina - El Born,Yes,No,Yes,Yes,Not New,No
i538003215733,199000,64,3109,3,1,La Salut,No,No,No,No,Not New,No
i538003215733,199000,64,3109,3,1,La Salut,No,No,No,No,Not New,No
i5352001946473,489000,120,4075,3,2,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,No,Not New,No
i5344003982109,420000,100,4200,3,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i5344003969563,230000,104,2212,2,1,Badal,Yes,No,Yes,No,Not New,Yes
i5344003962982,290000,65,4462,2,1,Camp d´en Grassot - Gràcia N,Yes,No,No,Yes,Not New,No
i5344003954829,210000,92,2283,3,1,La Verneda - La Pau,Yes,No,No,Yes,Not New,No
i5344003948165,378000,78,4846,2,2,Sagrada Família,Yes,No,Yes,No,Not New,No
i5344003948148,450000,104,4327,,3,Fort Pienc,Yes,No,Yes,No,Not New,Yes
i5344003948148,450000,104,4327,,3,Fort Pienc,Yes,No,Yes,No,Not New,Yes
i5344003948137,745000,110,6773,3,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i5344003948137,745000,110,6773,3,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i5344003938469,199000,63,3159,2,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i5344003938469,199000,63,3159,2,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i5344003920456,185000,72,2569,1,1,Poble Sec,Yes,No,Yes,Yes,Not New,No
i5344003915665,170000,60,2833,2,1,Carmel,No,No,Yes,Yes,Not New,No
i5344003915665,170000,60,2833,2,1,Carmel,No,No,Yes,Yes,Not New,No
i5344003915665,170000,60,2833,2,1,Carmel,No,No,Yes,Yes,Not New,No
i5344003893372,505000,113,4469,3,1,Fort Pienc,Yes,No,Yes,Yes,Not New,Yes
i5329003986486,152000,68,2235,3,1,Poble Sec,No,No,No,Yes,Not New,No
i5329003986486,152000,68,2235,3,1,Poble Sec,No,No,No,Yes,Not New,No
i5329003968512,300000,86,3488,4,2,Provençals del Poblenou,Yes,Yes,Yes,No,Not New,No
i5329003968512,300000,86,3488,4,2,Provençals del Poblenou,Yes,Yes,Yes,No,Not New,No
i5329003967994,205000,60,3417,4,1,Sagrada Família,Yes,No,No,Yes,Not New,No
i5329003967518,180000,76,2368,3,1,La Verneda - La Pau,Yes,No,No,Yes,Not New,No
i5329003965017,183000,82,2232,4,1,Sant Martí,Yes,No,No,Yes,Not New,Yes
i5329003965017,183000,82,2232,4,1,Sant Martí,Yes,No,No,Yes,Not New,Yes
i5329003955890,188000,62,3032,3,1,La Sagrera,Yes,No,Yes,No,Not New,No
i5329003943965,179000,65,2754,3,1,Vilapicina - Torre Llobeta,Yes,No,Yes,Yes,Not New,No
i531205768065,630000,84,7500,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i531205768061,570000,87,6552,3,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i531205768016,397000,109,3642,3,2,Sagrada Família,Yes,No,Yes,Yes,Not New,No
i531205768016,397000,109,3642,3,2,Sagrada Família,Yes,No,Yes,Yes,Not New,No
i531205767978,357784,63,5679,2,1,Gòtic,Yes,No,Yes,No,Not New,Yes
i531205767977,414150,68,6090,2,1,Gòtic,Yes,No,Yes,No,Not New,Yes
i531205767977,414150,68,6090,2,1,Gòtic,Yes,No,Yes,No,Not New,Yes
i531205767878,590000,72,8194,2,2,Gòtic,Yes,No,Yes,No,Not New,No
i531205766817,400000,65,6154,2,2,Gòtic,Yes,No,Yes,No,Not New,No
i531205766816,380000,65,5846,2,2,Gòtic,Yes,No,Yes,No,Not New,No
i531205766249,410500,50,8210,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i531205766249,410500,50,8210,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i531205766249,410500,50,8210,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i531205766248,425000,53,8019,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i531205766248,425000,53,8019,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
i531205766248,425000,53,8019,1,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,No,Not New,No
